index,year,statesuperintendency,agency,reservation,school,school_type,students_enrollment,avg_attendance,num_students,school_capacity
16977,1907,North Dakota,,Devil's Lake ,Fort Totten Day No. 2,day,48,24,,30
16978,1907,North Dakota,,Devil's Lake ,Fort Totten Day No. 3,day,52,25,,30
16979,1907,North Dakota,,Devil's Lake ,Fort Totten Day No. 4 ,day,49,24,,50
16980,1907,North Dakota,,Devil's Lake ,"Turtle Mountain, St. Mary's Mission Boarding",boarding,149,123,,140
16981,1907,North Dakota,,Standing Rock,Standing Rock Boarding,boarding,175,154,,136
16982,1907,North Dakota,,Standing Rock,Agricultural Boarding (Martin Kenel),boarding,128,114,,100
16983,1907,North Dakota,,Standing Rock,Grand River Boarding,boarding,139,124,,140
16984,1907,North Dakota,,Standing Rock,Cannon Ball Day ,day,47,35,,40
16985,1907,North Dakota,,Standing Rock,Bullhead Day,day,29,23,,30
16986,1907,North Dakota,,Standing Rock,Porcupine Day,day,26,19,,40
16987,1907,North Dakota,,Standing Rock,No. 1 Day ,day,16,14,,20
16988,1907,North Dakota,,Standing Rock,No. 2 Day ,day,22,17,,26
16989,1907,North Dakota,,Standing Rock,Little Oak Creek Day,day,22,18,,22
16990,1907,North Dakota,,Standing Rock,St. Elizabeth's Mission Boarding,boarding,55,50,,50
16991,1907,North Dakota,,Fort Berthold,Fort Berthold Boarding,boarding,117,105,,107
16992,1907,North Dakota,,Fort Berthold,No. 1 Day ,day,29,22,,40
16993,1907,North Dakota,,Fort Berthold,No. 2 Day ,day,31,18,,50
16994,1907,North Dakota,,Fort Berthold,No. 3 Day ,day,37,33,,42
16995,1907,Oklahoma,,Cheyenne and Arapaho,Arapaho Boarding,boarding,107,101,,150
16996,1907,Oklahoma,,Cheyenne and Arapaho,Cheyenne Boarding,boarding,121,117,,140
16997,1907,Oklahoma,,,Cantonment Boarding,boarding,98,61,,80
16998,1907,Oklahoma,,,Seger Boarding,boarding,113,107,,150
16999,1907,Oklahoma,,,Red Moon Boarding,boarding,34,32,,70
17000,1907,Oklahoma,,,Chilocco (nonreservation) Boarding,boarding,886,703,,700
17001,1907,Oklahoma,,Kiowa,Fort Sill Boarding,boarding,175,168,,180
17002,1907,Oklahoma,,Kiowa,Rainy Mountain Boarding,boarding,143,135,,124
17003,1907,Oklahoma,,Kiowa,Riverside Boarding,boarding,153,142,,150
17004,1907,Oklahoma,,Kiowa,Cache Creek Mission Boarding,boarding,55,52,,50
17005,1907,Oklahoma,,Kiowa,Mary Gregory Mission Boarding,boarding,23,20,,60
17006,1907,Oklahoma,,Kiowa,Methvin Mission Boarding,boarding,44,33,,80
17007,1907,Oklahoma,,Kiowa,St. Patrick's Mission Boarding,boarding,82,76,,100
17008,1907,Oklahoma,,Osage,Osage Boarding,boarding,144,137,,180
17009,1907,Oklahoma,,Osage,St. John's Mission Boarding ,boarding,36,34,,150
17010,1907,Oklahoma,,Osage,St. Louis Mission Boarding,boarding,92,80,,125
17011,1907,Oklahoma,,Kaw,Kaw Boarding,boarding,42,39,,44
17012,1907,Oklahoma,,Ponca,Ponca Boarding,boarding,106,104,,100
17013,1907,Oklahoma,,Pawnee,Pawnee Boarding,boarding,110,105,,120
17014,1907,Oklahoma,,Oto,Oto Boarding,boarding,74,58,,85
17015,1907,Oklahoma,,Sac and Fox,Sac and Fox Boarding,boarding,76,68,,100
17016,1907,Oklahoma,,Shawnee,Shawnee Boarding,boarding,150,121,,100
17017,1907,Oklahoma,,Shawnee,St. Mary's Academy (Mission),boarding,62,56,,75
17018,1907,Oklahoma,,Shawnee,St. Benedict's Academy (Mission),boarding,39,35,,60
17019,1907,Oklahoma,,,"Etna, Whirlwind Mission Day",day,27,24,,25
17020,1907,Oregon,,Grande Ronde,Grande Ronde Boarding,boarding,58,50,,90
17021,1907,Oregon,,Klamath,Klamath Boarding,boarding,122,108,,110
17022,1907,Oregon,,Klamath,Yainax Boarding,boarding,76,60,,80
17023,1907,Oregon,,Siletz,Siletz Boarding,boarding,62,55,,84
17024,1907,Oregon,,Umatilla ,Umatilla Boarding,boarding,104,88,,100
17025,1907,Oregon,,Umatilla ,Kate Drexel Mission Boarding,boarding,101,87,,150
17026,1907,Oregon,,Warm Springs,Warm Springs Boarding,boarding,109,91,,150
17027,1907,Oregon,,Warm Springs,Simnasho Day ,day,23,18,,30
17028,1907,Oregon,,,"Chemawa, Salem (nonreservation) Boarding",boarding,545,489,,600
17029,1907,Pennsylvania,,,Carlisle (nonreservation) Boarding,boarding,1034,958,,1200
17030,1907,Pennsylvania,,,"Philadelphia, Lincoln Institute",boarding,32,24,,100
17031,1907,South Dakota,,Crow Creek,Crow Creek Boarding,boarding,107,99,,120
17032,1907,South Dakota,,Crow Creek,Immaculate Conception Mission Boarding,boarding,56,53,,75
17033,1907,South Dakota,,Cheyenne River,Cheyenne River Boarding,boarding,180,166,,144
17034,1907,South Dakota,,Cheyenne River,No. 1 Day ,day,13,11,,25
17035,1907,South Dakota,,Cheyenne River,No. 5 Day,day,21,16,,20
17036,1907,South Dakota,,Cheyenne River,No. 7 Day ,day,22,18,,22
17037,1907,South Dakota,,Cheyenne River,No. 8 Day ,day,32,29,,28
17038,1907,South Dakota,,,"Oahe, Mission Boarding",boarding,22,19,,50
17039,1907,South Dakota,,Lower Brule,Lower Burle Boarding,boarding,59,53,,130
17040,1907,South Dakota,,Pine Ridge,Pine Ridge Boarding,boarding,226,209,,210
17041,1907,South Dakota,,Pine Ridge,Holy Rosary Mission Boarding,boarding,202,190,,250
17042,1907,South Dakota,,Pine Ridge,No. 1 Day ,day,27,23,,35
17043,1907,South Dakota,,Pine Ridge,No. 3 Day ,day,26,17,,35
17044,1907,South Dakota,,Pine Ridge,No. 4 Day ,day,22,17,,35
17045,1907,South Dakota,,Pine Ridge,No. 5 Day,day,35,31,,35
17046,1907,South Dakota,,Pine Ridge,No. 6 Day ,day,31,27,,35
17047,1907,South Dakota,,Pine Ridge,No. 7 Day ,day,28,24,,35
17048,1907,South Dakota,,Pine Ridge,No. 8 Day ,day,18,13,,35
17049,1907,South Dakota,,Pine Ridge,No. 9 Day,day,28,20,,35
17050,1907,South Dakota,,Pine Ridge,No. 10 Day,day,27,23,,35
17051,1907,South Dakota,,Pine Ridge,No. 11 Day ,day,17,14,,35
17052,1907,South Dakota,,Pine Ridge,No. 12 Day,day,14,12,,35
17053,1907,South Dakota,,Pine Ridge,No. 13 Day ,day,17,12,,35
17054,1907,South Dakota,,Pine Ridge,No. 14 Day,day,30,23,,35
17055,1907,South Dakota,,Pine Ridge,No. 15 Day,day,23,15,,35
17056,1907,South Dakota,,Pine Ridge,No. 16 Day ,day,34,24,,35
17057,1907,South Dakota,,Pine Ridge,No. 17 Day ,day,18,14,,35
17058,1907,South Dakota,,Pine Ridge,No. 18 Day ,day,23,18,,35
17059,1907,South Dakota,,Pine Ridge,No. 19 Day ,day,15,10,,35
17060,1907,South Dakota,,Pine Ridge,No. 20 Day,day,26,18,,35
17061,1907,South Dakota,,Pine Ridge,No. 21 Day ,day,36,24,,35
17062,1907,South Dakota,,Pine Ridge,No. 22 Day ,day,27,22,,35
17063,1907,South Dakota,,Pine Ridge,No. 23 Day,day,20,14,,35
17064,1907,South Dakota,,Pine Ridge,No. 24 Day,day,33,24,,35
17065,1907,South Dakota,,Pine Ridge,No. 25 Day,day,29,26,,35
17066,1907,South Dakota,,Pine Ridge,No. 26 Day ,day,19,13,,35
17067,1907,South Dakota,,Pine Ridge,No. 27 Day ,day,26,21,,35
17068,1907,South Dakota,,Pine Ridge,No. 28 Day ,day,25,20,,35
17069,1907,South Dakota,,Pine Ridge,No. 29 Day ,day,20,16,,35
17070,1907,South Dakota,,Pine Ridge,No. 30 Day ,day,13,9,,35
17071,1907,South Dakota,,Pine Ridge,No. 31 Day ,day,15,10,,35
17072,1907,South Dakota,,Rosebud,Rosebud Boarding,boarding,157,137,,168
17073,1907,South Dakota,,Rosebud,St. Francis Mission Boarding,boarding,218,197,,270
17074,1907,South Dakota,,Rosebud,St. Mary's Mission Boarding,boarding,55,49,,60
17075,1907,South Dakota,,Rosebud,Black Pipe Day ,day,21,16,,25
17076,1907,South Dakota,,Rosebud,Bull Creek Day ,day,21,14,,30
17077,1907,South Dakota,,Rosebud,Butte Creek Day ,day,15,13,,30
17078,1907,South Dakota,,Rosebud,Corn Creek Day ,day,36,27,,30
17079,1907,South Dakota,,Rosebud,Cut Meat Creek Day,day,39,30,,30
17080,1907,South Dakota,,Rosebud,He Dog's Camp Day ,day,27,23,,30
17081,1907,South Dakota,,Rosebud,Ironwood Creek Day ,day,23,20,,30
17082,1907,South Dakota,,Rosebud,Little Crow's Camp Day ,day,21,18,,28
17083,1907,South Dakota,,Rosebud,Little White River Day ,day,10,8,,23
17084,1907,South Dakota,,Rosebud,Lower Cut Meat Creek Day,day,16,13,,28
17085,1907,South Dakota,,Rosebud,Milk's Camp Day ,day,22,18,,30
17086,1907,South Dakota,,Rosebud,Oak Creek Day ,day,22,17,,30
17087,1907,South Dakota,,Rosebud,Pine Creek Day ,day,23,18,,25
17088,1907,South Dakota,,Rosebud,Red Leaf's Camp Day ,day,23,19,,23
17089,1907,South Dakota,,Rosebud,Ring Thunder Camp Day,day,12,10,,25
17090,1907,South Dakota,,Rosebud,Rosebud Day,day,16,10,,30
17091,1907,South Dakota,,Rosebud,Spring Creek Day,day,34,27,,29
17092,1907,South Dakota,,Rosebud,Upper Cut Meat Day ,day,50,45,,30
17093,1907,South Dakota,,Rosebud,Upper Pine Creek Day,day,12,9,,27
17094,1907,South Dakota,,Rosebud,White Thunder Creek Day ,day,14,12,,27
17095,1907,South Dakota,,Rosebud,Whirlwind Soldier's Camp Day ,day,25,15,,30
17096,1907,South Dakota,,Sisseton ,Sisseton Boarding,boarding,94,73,,100
17097,1907,South Dakota,,Yankton,Yankton Boarding,boarding,77,58,,100
17098,1907,South Dakota,,,Flandreau (Riggs Institute) nonreservation Boarding,boarding,107,88,,120
17099,1907,South Dakota,,,Pierre (nonreservation) Boarding,boarding,421,392,,375
17100,1907,South Dakota,,,chamberlain (nonreservation)Boarding,boarding,158,148,,180
17101,1907,South Dakota,,,Rapid City (nonreservation) Boarding,boarding,247,215,,200
17102,1907,South Dakota,,Stanley County ,"Public Day, Independent District",day,10,7,,
17103,1907,South Dakota,,Charles Mix County ,"Public Day, Yankton District",day,6,2,,
17104,1907,South Dakota,,,Springfield Boarding,boarding,69,57,,60
17105,1907,Utah,,Uintah and Ouray,Uintah Boarding,boarding,84,72,,67
17106,1907,Utah,,Orton,Panguitch Boarding,boarding,36,30,,30
17107,1907,Utah,,Aneth ,Navaho Mission Boarding,boarding,5,5,,20
17108,1907,Virginia,,Hampton,Hampton Normal and Agricultural Institute,boarding,106,91,,150
17109,1907,Washington,,Colville,Colville Boarding (Fort Spokane),boarding,138,71,,200
17110,1907,Washington,,Colville,No. 1 Day ,day,36,20,,30
17111,1907,Washington,,Colville,No. 2 Day ,day,54,33,,32
17112,1907,Washington,,Colville,No. 3 Day ,day,60,41,,36
17113,1907,Washington,,Colville,No. 4 Day ,day,44,30,,31
17114,1907,Washington,,Colville,St. Francis Regis Mission Boarding,boarding,66,58,,90
17115,1907,Washington,,Colville,St. Mary's Mission Boarding,boarding,73,50,,100
17116,1907,Washington,,Neah Bay ,Neah Bay Day ,day,63,41,,70
17117,1907,Washington,,Neah Bay ,Quileute Day ,day,68,58,,42
17118,1907,Washington,,Puyallup ,Puyallup Boarding,boarding,173,125,,175
17119,1907,Washington,,Puyallup ,Chehalis Day,day,12,8,,40
17120,1907,Washington,,Puyallup ,Jamestown Day,day,18,8,,24
17121,1907,Washington,,Puyallup ,Fort Gamble Day,day,27,14,,26
17122,1907,Washington,,Puyallup ,Skokomish Day ,day,28,13,,40
17123,1907,Washington,,Puyallup ,Toholah Day (Quinaielt),day,22,12,,32
17124,1907,Washington,,Puyallup ,St. George Mission Boarding,boarding,62,50,,90
17125,1907,Washington,,Tulalip ,Tulalip Boarding,boarding,157,141,,134
17126,1907,Washington,,Tulalip ,Port Madison Day,day,37,26,,30
17127,1907,Washington,,Tulalip ,Swinomish Day ,day,43,31,,60
17128,1907,Washington,,Yakima ,Yakima Boarding,boarding,130,102,,150
17129,1907,Wisconsin,,Green Bay,Green Bay Boarding,boarding,104,82,,75
17130,1907,Wisconsin,,Green Bay,Stockbridge Day,day,32,12,,40
17131,1907,Wisconsin,,Green Bay,St Joseph's Mission Boarding,boarding,190,162,,200
17132,1907,Wisconsin,,Green Bay,Zoar Mission Boarding,boarding,12,5,,30
17133,1907,Wisconsin,,Green Bay,Red Springs Mission Boarding,both,41,14,,34
17134,1907,Wisconsin,,Oneida,Oneida Boarding,boarding,204,197,,200
17135,1907,Wisconsin,,Oneida,Oneida Day ,day,35,10,,40
17136,1907,Wisconsin,,Oneida,Adventist Mission Day ,day,16,5,,20
17137,1907,Wisconsin,,Oneida,Episcopal Mission Day ,day,19,12,,20
17138,1907,Wisconsin,,La Pointe ,Lac du Flambeau Boarding,boarding,213,201,,250
17139,1907,Wisconsin,,La Pointe ,Lac Courte Oreille Day ,day,58,33,,63
17140,1907,Wisconsin,,La Pointe ,Fond du Lac Day,day,20,8,,30
17141,1907,Wisconsin,,La Pointe ,Grand Portage Day ,day,15,9,,30
17142,1907,Wisconsin,,La Pointe ,Odanah Day ,day,113,81,,125
17143,1907,Wisconsin,,La Pointe ,Red Cliff Day ,day,46,30,,50
17144,1907,Wisconsin,,La Pointe ,Bayfield Mission Boarding,boarding,63,49,,75
17145,1907,Wisconsin,,La Pointe ,St. Mary's Mission Boarding,boarding,104,96,,125
17146,1907,Wisconsin,,,Hayward Boarding,boarding,223,212,,215
17147,1907,Wisconsin,,,Wittenberg (nonreservation) Boarding,boarding,130,120,,120
17148,1907,Wisconsin,,,Eland Bethany Mission Boarding,boarding,32,28,,50
17149,1907,Wisconsin,,,Tomah (nonreservation) Boarding,boarding,255,229,,275
17150,1907,Wyoming,,Shoshoni,Shoshoni Boarding,boarding,193,177,,180
17151,1907,Wyoming,,Shoshoni,St. Stephen's Mission boarding,boarding,108,90,,130
17152,1907,Wyoming,,Shoshoni,Shoshoni Mission Boarding,boarding,17,14,,20
17153,1907,Wyoming,,Shoshoni,Arapaho Subissue Station Day ,day,17,13,,30
17154,1908,Arizona,,,Colorado River Boarding,boarding,108,104,,100
17155,1908,Arizona,,,Fort Mohave (nonreservation) Boarding,boarding,201,192,,200
17156,1908,Arizona,,Moqui,Moqui (Hopi) Boarding,boarding,204,196,,160
17157,1908,Arizona,,Moqui,Oraibi Day ,day,100,95,,156
17158,1908,Arizona,,Moqui,Polacca Day ,day,75,69,,60
17159,1908,Arizona,,Moqui,Second Mesa Day ,day,108,104,,100
17160,1908,Arizona,,Western Navaho,Western Navaho Boarding,boarding,85,80,,80
17161,1908,Arizona,,Western Navaho,Moencopi Day ,day,35,32,,32
17162,1908,Arizona,,Walapai ,Truxton Canyon Boarding,boarding,93,85,,125
17163,1908,Arizona,,Walapai ,Havasupai Boarding,boarding,46,43,,46
17164,1908,Arizona,,Navaho,Navaho Boarding,boarding,268,255,,220
17165,1908,Arizona,,Navaho,Tohatchi Boarding,boarding,132,124,,125
17166,1908,Arizona,,Navaho,St. Michael Mission Boarding,boarding,125,110,,150
17167,1908,Arizona,,Navaho Extension ,Tolchaco (Navaho Mission Boarding),boarding,8,8,,10
17168,1908,Arizona,,,Phoenix (nonreservation) Boarding,boarding,768,701,,700
17169,1908,Arizona,,,Camp McDowell Day ,day,21,19,,40
17170,1908,Arizona,,,Camp Verde Day,day,22,19,,30
17171,1908,Arizona,,Fort Apache,Fort Apache Boarding,boarding,172,168,,150
17172,1908,Arizona,,Fort Apache,Cibicu Day,day,55,52,,50
17173,1908,Arizona,,Fort Apache,Canyon Day ,day,43,39,,40
17174,1908,Arizona,,Pima ,Pima Boarding,boarding,219,196,,250
17175,1908,Arizona,,Pima ,Blackwater Day,day,35,19,,36
17176,1908,Arizona,,Pima ,Casa Blanca Day,day,33,26,,40
17177,1908,Arizona,,Pima ,Gila Crossing Day,day,39,31,,46
17178,1908,Arizona,,Pima ,Lehi Day ,day,18,16,,40
17179,1908,Arizona,,Pima ,Maricopa Day ,day,33,29,,40
17180,1908,Arizona,,Pima ,Salt River Day,day,31,26,,30
17181,1908,Arizona,,Pima ,St. John's Mission Boarding and Day ,both,225,181,,175
17182,1908,Arizona,,San Xavier,Tucson Day,day,38,27,,35
17183,1908,Arizona,,San Xavier,San Xavier Mission Day,day,102,83,,125
17184,1908,Arizona,,San Xavier,Tucson Mission Boarding,boarding,147,134,,150
17185,1908,Arizona,,,San Carlos Day ,day,53,45,,60
17186,1908,Arizona,,,Rice Station Boarding,boarding,228,216,,200
17187,1908,California,,,Fort Yuma Boarding,boarding,108,99,,180
17188,1908,California,,,Hoopa Valley Boarding,boarding,147,124,,146
17189,1908,California,,,Round Valley Boarding,boarding,118,106,,125
17190,1908,California,,,Greenville (nonreservation) Boarding,boarding,99,84,,90
17191,1908,California,,,Fort Bidwell (nonreservation) Boarding,boarding,63,56,,100
17192,1908,California,,,Riverside (Sherman Institute) nonreservation Boarding,boarding,699,545,,500
17193,1908,California,,Pala,Pala Day ,day,31,23,,30
17194,1908,California,,Pala,La Jolla Day ,day,18,10,,30
17195,1908,California,,Pala,Pechanga,day,24,18,,26
17196,1908,California,,Pala,Rincon Day ,day,21,15,,26
17197,1908,California,,Mesa Grande,Mesa Grande Day ,day,24,14,,20
17198,1908,California,,Mesa Grande,Capitan Grande Day ,day,14,13,,27
17199,1908,California,,Mesa Grande,Volcan (Santa Ysabel) Day ,day,26,21,,30
17200,1908,California,,San Jacinto ,Cahuilla Day ,day,21,14,,25
17201,1908,California,,San Jacinto ,Martinez Day,day,30,25,,30
17202,1908,California,,San Jacinto ,Potrero Day ,day,21,20,,30
17203,1908,California,,San Jacinto ,Sobaba Day ,day,17,14,,34
17204,1908,California,,San Jacinto ,Tule River Day ,day,28,16,,30
17205,1908,California,,,Big Pine Day ,day,21,15,,30
17206,1908,California,,,Bishop Day ,day,47,31,,50
17207,1908,California,,,Independence Day ,day,21,15,,30
17208,1908,California,,,Manchester Day ,day,22,10,,20
17209,1908,California,,,Ukiah Day ,day,28,18,,25
17210,1908,California,,,Likely Day,day,22,18,,26
17211,1908,California,,San Diego ,St. Anthony's Mission Boarding,boarding,18,17,,120
17212,1908,California,,Banning,St. Boniface's Mission Boarding,boarding,122,106,,150
17213,1908,Colorado,,,Grand Junction (nonreservation) Boarding,boarding,230,187,,200
17214,1908,Colorado,,,Fort Lewis (nonreservation) Boarding,boarding,214,128,,200
17215,1908,Colorado,,,Southern Ute Boarding,boarding,71,67,,50
17216,1908,Colorado,,,Navajo Springs Day ,day,20,17,,20
17217,1908,Idaho,,,Fort Hall Boarding,boarding,217,194,,200
17218,1908,Idaho,,Nez Perce,Fort Lapwai Boarding,boarding,150,122,,150
17219,1908,Idaho,,Nez Perce,"Slickpoo, St. Joseph's Mission Boarding",boarding,27,18,,70
17220,1908,Idaho,,Coeur d'Alene ,De Smet Mission Boarding,boarding,96,75,,150
17221,1908,Iowa,,,Sac and Fox Boarding,boarding,65,58,,80
17222,1908,Kansas,,Potawatomi,Potawatomi Boarding,boarding,63,48,,60
17223,1908,Kansas,,Potawatomi,Mayetta Mission Day,day,22,15,,25
17224,1908,Kansas,,Kickapoo,Kickapoo Boarding,boarding,83,78,,70
17225,1908,Kansas,,Kickapoo,Great Nemaha Day ,day,31,17,,40
17226,1908,Kansas,,Kickapoo,Sac and Fox Day ,day,23,12,,38
17227,1908,Kansas,,,Lawrence (Haskell Institute) nonreservation Boarding,boarding,817,757,,750
17228,1908,Michigan,,,Mount Pleasant (nonreservation) Boarding,boarding,328,318,,320
17229,1908,Michigan,,,Bay Mills Day ,day,36,29,,36
17230,1908,Michigan,,Baraga,Chippewa Mission Boarding,both,53,34,,120
17231,1908,Michigan,,Harbor Springs,Holy Childhood Mission Boarding,boarding,148,141,,200
17232,1908,Minnesota,,,Morris (nonreservation) Boarding,boarding,176,167,,160
17233,1908,Minnesota,,,Pipestone (nonreservation) Boarding,boarding,227,206,,240
17234,1908,Minnesota,,,Birch Cooley Day,day,20,12,,36
17235,1908,Minnesota,,White Earth ,White Earth Boarding,boarding,205,184,,134
17236,1908,Minnesota,,White Earth ,Wild Rice River Boarding,boarding,94,75,,65
17237,1908,Minnesota,,White Earth ,Pine Point Boarding,boarding,101,83,,75
17238,1908,Minnesota,,White Earth ,White Earth Day ,day,36,22,,50
17239,1908,Minnesota,,White Earth ,Pembina Day ,day,33,19,,40
17240,1908,Minnesota,,White Earth ,Porterville Day ,day,41,32,,36
17241,1908,Minnesota,,White Earth ,Buffalo River Day ,day,41,27,,30
17242,1908,Minnesota,,White Earth ,Beaulieu Day ,day,32,23,,30
17243,1908,Minnesota,,White Earth ,Poplar Grove Day ,day,13,9,,25
17244,1908,Minnesota,,White Earth ,St. Benedict's Orphan Mission Boarding,boarding,102,98,,150
17245,1908,Minnesota,,Leech Lake ,Leech Lake Boarding,both,121,98,,60
17246,1908,Minnesota,,Leech Lake ,Bena Boarding,boarding,60,52,,40
17247,1908,Minnesota,,Leech Lake ,Cass Lake Boarding,boarding,51,48,,50
17248,1908,Minnesota,,Red Lake ,Red Lake Boarding,boarding,107,88,,100
17249,1908,Minnesota,,Red Lake ,Cross Lake Boarding,boarding,72,63,,50
17250,1908,Minnesota,,Red Lake ,St. Mary's Mission Boarding,boarding,81,62,,100
17251,1908,Minnesota,,,Vermillion Lake Boarding,boarding,84,67,,125
17252,1908,Minnesota,,,Netty Lake Day ,day,28,18,,25
17253,1908,Minnesota,,,Fort Shaw (nonreservation) Boarding,boarding,353,321,,300
17254,1908,Minnesota,,Blackfeet,Blackfeet Boarding,boarding,90,70,,75
17255,1908,Minnesota,,Blackfeet,Cut Finger Day,day,19,12,,30
17256,1908,Minnesota,,Blackfeet,Willow Creek Day ,day,10,4,,30
17257,1908,Minnesota,,Blackfeet,Holy Family Mission Boarding,boarding,129,101,,145
17258,1908,Minnesota,,Crow,Crow Boarding,boarding,106,96,,150
17259,1908,Minnesota,,Crow,Pryor Creek Boarding,boarding,56,55,,50
17260,1908,Minnesota,,Crow,Lodge Grass Mission Day,day,41,36,,50
